codepoint,x,y,width,height,active_width,anchor,top_row,bottom_row,bitmap_hex
20540,469,91,16,16,15,baseline,0,14,0308;030C;3FFC;0306;0306;1FE7;1867;1FE7;1866;1FE6;1866;1FE6;1866;7FFE;7FFE;0000
20542,487,91,16,16,15,baseline,0,14,0008;7F0C;1C3C;0C3C;7F3E;6BFF;6B3F;6B3D;6B3C;6B3C;6FFC;6F7C;1E3C;770C;438C;0000
20559,505,91,16,16,16,baseline,0,14,0210;0618;7FF8;6078;606C;7FEE;006F;7FEE;FFEC;D2EC;D2EC;FFEC;D2EC;D2BC;72BC;0000
20572,523,91,16,16,14,baseline,1,14,0000;030C;3FFC;0004;1FE6;1867;1FE7;0007;3FF6;2036;3FF6;1FE6;0306;0306;03C6;0000
20598,541,91,16,16,15,baseline,0,14,0030;7FF0;7FD8;64D8;7FCC;64CE;7FCF;060E;060E;7FEC;746C;7E6C;7FEC;606C;706C;0000
20687,559,91,16,16,14,baseline,1,14,0000;00D8;07EC;067C;3FFE;3337;3FE7;01C7;3BF6;1FB6;1EE6;1FB6;37C6;2676;0386;0000
20801,1,109,16,16,15,baseline,0,14,0060;0060;0230;0630;0E18;0E0C;1FFE;1BFE;0330;0330;0330;6318;631C;3F0E;3F07;0000
20805,19,109,16,16,15,baseline,0,14,0040;00C0;00C0;3FFF;3FFF;0638;0E1C;1FFE;3FFE;1330;0330;2338;6318;3F0E;3F07;0000
20808,37,109,16,16,15,baseline,0,14,00C8;00CC;00CC;1FFC;1FFE;00C6;00C0;3FFF;3FFF;0330;0330;2318;631C;3F0E;3E07;0000
20809,55,109,16,16,15,baseline,0,14,0180;318C;398C;1998;0D98;0180;7FFF;7FFF;0630;0630;0630;4638;461C;7E0E;7E06;0000
20813,73,109,16,16,14,baseline,1,14,0000;0038;03F8;038C;1FFF;1FFF;18C6;18C6;1FFE;1FFE;0360;0370;2338;3F1F;3F07;0000
20837,91,109,16,16,15,baseline,1,14,0000;0030;0070;0060;00C0;01C0;01E0;0360;0370;0630;0E38;0C18;180C;7807;3003;0000
20840,109,109,16,16,15,baseline,0,14,0080;0180;03C0;0770;0C38;381C;7FFF;5FFA;0180;0180;1FF8;0180;0180;7FFE;7FFE;0000
20843,127,109,16,16,14,baseline,2,14,0000;0000;0318;0318;0318;0218;0618;0618;061C;0C0C;0C0C;1C0E;1806;3003;3003;0000
20845,145,109,16,16,14,baseline,0,14,0040;00E0;00C0;00C0;3FFF;3FFF;0000;0000;0718;0618;0C0C;1C0E;1806;3007;3003;0000
20849,163,109,16,16,14,baseline,0,15,0618;0618;0618;0618;3FFF;0618;0618;0618;0618;3FFF;3FFF;0210;0E18;1C0E;3807;1002
20851,181,109,16,16,14,baseline,0,14,0C08;0E18;0618;1FFE;1FFE;00C0;00C0;00C0;3FFF;3FFF;01E0;0370;0E38;3C1F;3807;0000
20854,199,109,16,16,15,baseline,0,14,0C18;0C18;7FFE;3FFE;0C18;0FF8;0C18;0C18;0FF8;0C18;7FFF;7FFF;0E70;3C3E;700F;0000
20855,217,109,16,16,14,baseline,1,14,0000;0FFC;0C0C;0C0C;0FFC;0C0C;0FFC;0C0C;0FFC;0C0C;3FFF;3FFF;0E18;3C1E;3007;0000
20859,235,109,16,16,14,baseline,0,14,0618;0618;3FFF;00C0;00E0;1FFE;0070;3FFF;0E1C;3F1F;331B;0318;0318;030E;0306;0000
20869,253,109,16,16,14,baseline,0,14,00C0;00C0;00C0;3FFF;3FFF;30C3;30E3;31E3;33F3;3733;3E1F;340B;3003;3E03;1E03;0000
20877,271,109,16,16,16,baseline,1,14,0000;7FFE;7FFE;0180;3FFC;3FFC;318C;3FFC;318C;318C;FFFF;FFFF;300C;3C0C;1E0C;0000
20889,289,109,16,16,14,baseline,1,14,0000;3FFF;3FFF;301B;2019;0FF8;0018;0FFC;1FFC;0C00;0DFF;0DFF;0C00;0FC0;07C0;0000
20896,307,109,16,16,15,baseline,1,14,0000;3FFF;3FFF;3803;183F;3FBF;7F80;187F;19FF;1B36;1B36;1C36;7E33;6033;3FF1;0000
20914,325,109,16,16,14,baseline,0,14,0300;0301;0307;3FF6;3FF4;3330;3330;3330;3FFC;3FF6;3336;0303;0303;0301;0300;0000
20915,343,109,16,16,15,baseline,0,15,0300;0303;0307;1FE6;1FEC;1B00;1B00;1B00;7FF0;7FFC;0786;0FC6;0CC7;3873;7039;2010
20928,361,109,16,16,15,baseline,1,14,0000;00C1;0FE3;0E76;3FFE;3FF8;3300;7FF0;7FF8;3304;3FF6;3FE6;0303;03C3;01C0;0000
20934,379,109,16,16,15,baseline,1,14,0000;06C3;0CC7;7FE6;7FEE;0C74;0C78;7FF8;0C60;0C6C;7FEC;0C66;0C66;7FE3;7FE2;0000
20943,397,109,16,16,15,baseline,1,14,0000;1C00;3C02;2C26;7FF6;0C34;2FF0;3C30;3FF0;1AF4;1AF6;1FF6;7EDA;7F1B;3308;0000
20986,415,109,16,16,14,baseline,0,14,00C0;00C0;18C6;18C6;18C6;18C6;1FFE;1FFE;10C3;38C3;38C3;38C3;38C3;3FFF;3FFF;0000
20987,433,109,16,16,14,baseline,0,14,00C0;00C0;00C0;1FFE;1FFE;00C0;3FFF;3FFF;00C0;18C6;18C6;18C6;18C6;1FFE;1FFE;0000
20998,451,109,16,16,14,baseline,1,14,0000;0318;0618;0E1C;1C0C;1806;3FFF;2FFF;0C30;0C30;0C30;0C18;0C1C;0F8F;0787;0000
20999,469,109,16,16,15,baseline,1,14,0000;7F8C;7FCC;660C;667C;667F;660E;620C;630C;634C;637C;619C;718C;3CE0;3C60;0000
21015,487,109,16,16,14,baseline,0,14,3000;30FF;36FF;360C;367E;36FE;36C6;3663;366F;367C;3638;3038;301C;3C0E;3C07;0000
21017,505,109,16,16,14,baseline,0,14,3000;30FF;36FF;36D3;36DB;36DB;36DB;36DB;36DB;36DB;36DB;3638;306C;3CC7;3C83;0000
21018,523,109,16,16,14,baseline,0,14,3000;31FF;35FF;35E3;35A7;35BF;35BB;359B;35BB;35BB;35AF;31EF;3187;3D83;1CE3;0000
21021,541,109,16,16,15,baseline,0,14,0008;2018;7FD8;663E;663E;6630;6658;637C;633E;637F;637A;2198;3198;3CD8;3C58;0000
21024,559,109,16,16,15,baseline,0,14,4000;43FE;4BF6;4AF6;4AF6;4AF6;4FFE;4FFF;4AF6;4AF6;4AF6;42F6;42F6;6276;7B7A;0000
21033,1,127,16,16,15,baseline,0,14,6040;60FC;663E;6630;6630;67FE;66FE;6638;667C;66FC;66B6;6037;6032;7830;3830;0000
21035,19,127,16,16,14,baseline,0,14,3000;307F;367F;3663;3663;367F;367E;3608;36FF;36FF;36CC;304C;3066;3C77;3C73;0000
21040,37,127,16,16,14,baseline,0,14,3000;31FF;362C;366C;3666;36FF;36FF;3618;3618;36FF;3618;3218;30F8;3C7F;1C03;0000
21046,55,127,16,16,14,baseline,1,14,0000;3016;3416;34FE;34FF;3413;35FF;35FF;34FE;35FE;3592;3192;3192;3CF2;1C10;0000
21047,73,127,16,16,15,baseline,0,14,6000;61FE;6DFE;6D06;6DFE;6DFE;6C46;6DFE;6D7E;6D5E;6D5E;615E;61DE;7843;7842;0000
21069,91,127,16,16,14,baseline,0,14,0408;0C1C;0618;3FFF;3FFF;1000;137E;1366;137E;137E;1362;137E;1266;1862;1C72;0000
21093,109,127,16,16,15,baseline,0,14,6000;60FE;6C80;6CFC;6CFC;6FFE;6FFE;6D32;6DB6;6DFC;6CF8;61FE;6337;7838;7838;0000
21097,127,127,16,16,14,baseline,0,14,30F0;30FF;3C30;3DFF;3FFF;3C74;3DFF;3CFC;3F7F;3DFF;3C78;31FC;31B6;3C33;3C30;0000
21103,145,127,16,16,14,baseline,0,14,3000;31FF;3400;3400;34FE;34C6;34FE;3400;35FF;35FF;35BB;35FF;3193;3DFF;3DFF;0000
21147,163,127,16,16,14,baseline,0,14,0060;0060;0060;0060;3FFF;3FFF;3060;3060;3070;3830;1838;1818;180C;1F07;0F03;0000
21151,181,127,16,16,15,baseline,0,14,0600;0600;067E;067E;7F98;7F98;6618;6618;6618;6378;637E;639F;6180;3CE0;3C60;0000
21152,199,127,16,16,15,baseline,0,14,0018;0018;7E18;7EFE;66FE;66C8;66C8;66CC;66CC;66CC;66CC;66CC;7EC6;7EF6;6673;0000
21160,217,127,16,16,15,baseline,0,14,0600;0600;067F;0600;7F80;7FFF;667F;660C;6626;6666;6366;23FF;33CF;3D80;3D80;0000
21163,235,127,16,16,14,baseline,1,14,0000;0418;0418;047E;06FE;3F18;3418;36FF;36FE;366C;366C;32F6;33FE;3F86;1D80;0000
21169,253,127,16,16,14,baseline,1,14,0000;0400;05FE;0406;0406;3FFE;341E;341E;36FE;36DE;36DE;36DE;33DE;33CF;1DFF;0000
21215,271,127,16,16,14,baseline,0,14,0618;3FFF;0618;0000;1FFE;1FFE;1FFE;1FFE;3FFF;3FFF;1C4E;3FFF;2C70;063C;079E;0000
21246,289,127,16,16,14,baseline,1,14,0000;0018;101C;3FFC;3FFE;3036;3033;31BB;3198;330C;37FE;37FE;1800;1F80;0F80;0000
21253,307,127,16,16,14,baseline,2,14,0000;0000;0038;1FF8;1FFC;180E;19FF;198C;198C;19FC;19FC;0E0C;200C;301C;3FF8;0000
21270,325,127,16,16,15,baseline,0,14,0330;0330;2318;731C;3B1C;1B1E;0F1F;071A;0398;03F8;4378;4318;6318;7F18;7F18;0000
21280,343,127,16,16,14,baseline,1,14,0000;3FFF;3FFF;0E03;0FF3;0033;1FF3;3FF3;0633;0633;061B;061B;060B;3FFF;3FFF;0000
21306,361,127,16,16,15,baseline,1,14,0000;3FFF;3FFF;0C03;0C1B;0633;03E3;03C3;03C3;07E3;0E73;1C3B;0803;3FFF;7FFF;0000
21313,379,127,16,16,15,baseline,0,14,00C0;00C0;00C0;00C0;00C0;00C0;3FFF;7FFF;00C0;00C0;00C0;00C0;00C0;00C0;00C0;0000
21315,397,127,16,16,15,baseline,1,14,0000;1F80;0FFC;01BC;0180;0180;0180;7FFF;0180;0180;0180;0180;0180;0180;0180;0000
21322,415,127,16,16,15,baseline,0,14,1188;398C;1998;1D98;0D90;3FFC;3FFE;0180;0180;7FFE;7FFF;0180;0180;0180;0180;0000
21333,433,127,16,16,15,baseline,1,14,0000;0C18;0630;1FFE;1FFE;18C6;1FFE;18C6;18C6;1FFE;00C0;7FFF;3FFF;00C0;00C0;0000
21334,451,127,16,16,14,baseline,0,14,00C0;00C0;1FFE;00C0;00C0;3FFF;3FFF;19B8;01AE;01C8;3FFF;00E0;0770;3E3E;380F;0000
21344,469,127,16,16,13,baseline,0,14,0060;0060;0060;1FE0;1FE0;0060;0060;0060;0FFF;0FFF;0C03;0C03;0C03;0FFF;0FFF;0000
21345,487,127,16,16,15,baseline,0,14,00C0;00C0;1FC0;1FC0;00C0;00C0;7FFF;7FFF;00C0;01C0;0FC0;3CC0;10C0;00C0;00C0;0000
21360,505,127,16,16,14,baseline,1,14,0000;3F38;3F9F;3183;3183;3183;31BF;31BF;3183;3183;31A3;3DBF;1D9F;0181;0180;0000
21363,523,127,16,16,14,baseline,1,14,0000;3F7F;3F7F;3363;337F;337F;3363;337F;337F;3303;3333;3F33;0B7F;036F;0301;0000
21368,541,127,16,16,15,baseline,0,14,0008;7E0C;7EFC;67FE;6636;66FE;67FE;6630;6634;67F4;6634;7634;77FC;06FF;0602;0000
21387,559,127,16,16,15,baseline,1,14,0000;7FFE;7FFE;0306;0306;0306;3FF6;3FF6;0306;0B06;3B06;3306;0306;7FFF;7FFB;0000
21402,1,145,16,16,15,baseline,1,14,0000;7FFE;3FFE;1FF6;1836;1FF6;1836;1FF6;0006;1FF6;0F06;7FFF;0383;0183;01E1;0000
21407,19,145,16,16,15,baseline,1,14,0000;7FFE;3FFE;0186;1FF6;1836;1836;1FF6;1836;1FF6;0306;0F33;3B3B;319B;21C1;0000
21435,37,145,16,16,15,baseline,0,14,0180;0180;0180;3FFC;3FFC;0180;0180;7FFF;7FFE;0460;0C30;1C38;1E1C;3FFC;307C;0000
21442,55,145,16,16,14,baseline,0,14,0020;0770;0E38;1FFE;187C;3FFF;3FFF;0618;0DEC;387F;33C3;0CF8;0F38;03F0;00FC;0000
21451,73,145,16,16,14,baseline,0,14,0030;0030;0030;3FFF;3FFF;0018;0FF8;0FF8;0C38;0E6C;06EC;03CE;03C6;1FF3;3C79;0000
21452,91,145,16,16,14,baseline,1,14,0000;1FBE;3FFF;31B0;31B0;39B3;1B36;1B3C;1F1C;0E18;0E3C;0F6C;1FE6;39C7;30C3;0000
21453,109,145,16,16,14,baseline,1,14,0000;1FF4;07FE;0006;0006;1FFE;1FFE;0C36;0E66;0666;07C6;03C7;07E3;3E7F;3819;0000
21457,127,145,16,16,14,baseline,0,14,00C0;0CCC;18CC;08E6;3FFE;3FFE;0070;1FF0;1FF0;0C78;06DC;07CE;07C7;1FF3;3C78;0000
21462,145,145,16,16,15,baseline,1,14,0000;00FF;7FFE;7F66;6366;727E;3666;3666;3E7E;1C66;1CE6;1CFF;3E7F;73E0;41E0;0000
21463,163,145,16,16,13,baseline,0,14,0FC0;0FFF;0C66;0666;0666;1FFF;1803;1A03;07FE;030C;03B8;01F0;07FC;1F1F;0800;0000
21464,181,145,16,16,14,baseline,0,15,0040;00C0;3FFF;3FFF;0B3C;1B3C;3336;3332;0B30;1FFE;0C18;0738;03E0;07F8;3F3F;3002
21472,199,145,16,16,15,baseline,1,14,0000;1FF8;0FF0;1FF8;3FFE;3E7C;1E7C;376E;7FFE;7FFE;1FF8;1FF8;1FF8;1FF8;7FFF;0000
21475,217,145,16,16,13,baseline,2,14,0000;0000;1FFF;1FFF;1803;1803;1803;1803;1803;1803;1803;1803;1FFF;1FFF;1803;0000
21482,235,145,16,16,14,baseline,1,14,0000;0FFC;1FFE;1806;1806;1806;1806;1FFE;1FFE;0000;0210;0638;0C1C;380E;3007;0000
21484,253,145,16,16,13,baseline,1,14,0000;1FFF;1FFF;1830;1C30;1C38;0F9C;0F8F;0FFF;0FFE;0C06;0C06;0C06;0FFE;0FFE;0000
21487,271,145,16,16,15,baseline,1,14,0000;3FFF;7FFF;1800;1800;18FE;18FE;18C6;18C6;18C6;18FE;18FE;1806;1F80;0F80;0000
21488,289,145,16,16,13,baseline,0,14,0020;0030;0318;061C;0E0E;1FFF;19FF;1000;0FFC;0FFE;0C06;0C06;0C06;0FFE;0FFE;0000
21491,307,145,16,16,14,baseline,1,14,0000;0060;0060;3FFF;3FFF;0030;0018;0018;1FFC;181E;181F;181B;1818;1FF8;1FF8;0000
21495,325,145,16,16,14,baseline,1,14,0000;0FFC;0C0C;0C0C;0FFC;0000;0000;3FFF;001C;041C;0FFC;0C08;0C00;0FC0;07C0;0000
21507,343,145,16,16,15,baseline,1,14,0000;0180;019F;3FDF;00DB;007B;1FDB;1F9B;061B;031B;019F;20DF;6043;3FE0;3FC0;0000
21508,361,145,16,16,14,baseline,0,14,0030;0030;0FF8;0E1C;073F;03F3;01E0;07F8;3E1F;3FFF;0FFC;0C0C;0C0C;0FFC;0FFC;0000
21512,379,145,16,16,14,baseline,1,14,0000;0080;00C0;03E0;0738;1E1C;3FFF;0002;0000;0FFC;0C0C;0C0C;0C0C;0FFC;0C0C;0000
21514,397,145,16,16,13,baseline,1,14,0000;0FFE;0FFE;0C06;0C06;0FFE;0FFE;0060;1FFF;1FFF;1863;1863;1E63;0E63;0060;0000
21516,415,145,16,16,14,baseline,1,14,0000;3FFF;3FFF;3003;37FB;3003;3003;37F3;3633;3633;3633;37F3;3033;3C03;1C03;0000
21517,433,145,16,16,13,baseline,0,14,0060;0070;1FF8;1FFC;0E0F;071B;03F0;01E0;1FF8;1FFF;181F;1818;1818;1FF8;1FF8;0000
21518,451,145,16,16,15,baseline,1,14,0000;1FE0;07FE;0006;0006;7FFE;3FFE;0006;1FF6;1FF6;1836;1833;1833;1FF3;1FF1;0000
21521,469,145,16,16,14,baseline,0,14,00E0;0060;0060;3FFF;3FFF;3003;33F3;33FB;321B;321B;331B;33FB;301B;3E03;1E03;0000
21534,487,145,16,16,14,baseline,1,14,0000;3FFE;1FFE;0060;0060;3FFF;3FFF;0618;1E1E;3FFF;3C0F;0C0C;0C0C;0FFC;0FFC;0000
21542,505,145,16,16,14,baseline,1,14,0000;3FFF;3FFF;00E0;07F0;1EFC;38CF;20C3;0040;1FFC;1C0C;180C;180C;1FFC;1FFC;0000
21547,523,145,16,16,15,baseline,1,14,0000;0180;03C0;0770;1CFC;799F;6987;1FF8;0E00;0700;1FFC;180C;180C;1FFC;180C;0000
21551,541,145,16,16,14,baseline,0,14,0040;00C0;01C4;1FFE;1806;1806;1FFE;1FFE;0006;3FFE;3FFE;301E;381B;3FFB;3FF9;0000
21560,559,145,16,16,15,baseline,1,14,0000;0FE0;0FEF;0CCF;0CCB;0CCB;3ECB;31CB;39CB;1BCF;1F6F;0E63;0E33;3F30;7198;0000
21628,1,163,16,16,15,baseline,1,14,0000;3FC0;0FFF;265F;365B;36DB;1EDB;1EDB;7FFB;7FFF;061F;0603;0603;0780;0380;0000
21629,19,163,16,16,15,baseline,0,14,0180;01C0;07E0;0E78;7FFE;77F7;0000;3F7E;3366;3366;3366;337E;3F7E;0306;0300;0000
21644,37,163,16,16,14,baseline,1,14,0000;007C;3FBF;3F98;3198;31FF;31FF;319C;31BC;31FE;31DB;319B;3F99;3F98;3198;0000
21697,55,163,16,16,14,baseline,1,14,0000;0FF8;0FF8;0C18;0C18;0FF8;07F8;0000;3FFF;3FFF;31E3;31E3;31E3;3FFF;3FFF;0000
21709,73,163,16,16,14,baseline,0,14,0600;0702;030F;3FEB;306B;206B;2FEB;29EB;29EB;29EF;2FEF;21E3;2063;3060;3860;0000
21796,91,163,16,16,15,baseline,0,14,0180;0F80;1FCF;1CEF;1FFB;3FEB;364B;364B;324B;7FFB;3FEF;078F;1DC3;38F0;3030;0000
21806,109,163,16,16,14,baseline,0,14,0110;0198;3FFC;038E;1FFF;010F;1FFC;038C;3FFC;3FFC;0000;3FFC;300C;300C;3FFC;0000
21807,127,163,16,16,15,baseline,1,14,0000;0D80;0D9F;3FDF;3FDB;0CFB;3FFB;3FFB;0CDB;3FDB;3FDF;0CCF;0CC3;7FC0;3FC0;0000
21809,145,163,16,16,14,baseline,1,14,0000;3FC2;30DF;30DF;3FDB;30DB;3FDB;001B;3FFB;307F;307F;3FE3;3063;3060;3FE0;0000
21830,163,163,16,16,14,baseline,0,14,00C0;00C0;3FFF;0618;0638;0330;3FFE;3322;373A;3E1E;33FA;3212;33F2;1012;1C02;0000
21890,181,163,16,16,15,baseline,1,14,0000;3FCE;325F;325F;3FDB;325B;3FDB;3FDB;7FFB;3FFF;36DF;3CC3;1CC3;3BC0;73C0;0000
22120,199,163,16,16,14,baseline,1,14,0000;1F3E;1936;1936;1936;1F3E;0E60;3FFF;3FFF;0E1C;3C0E;3F3F;1936;1B36;1F3E;0000
22124,217,163,16,16,15,baseline,0,14,0840;0C60;7FFF;3EFB;37BB;239B;3FFB;3FFB;125B;1A5F;3BFF;6FB3;0710;7FF0;7FF0;0000
22235,235,163,16,16,14,baseline,2,14,0000;0000;3FFF;3FFF;3333;3333;3333;3333;333B;3F1F;300F;3003;3FFF;3FFF;3003;0000
22238,253,163,16,16,14,baseline,1,14,0000;3FFF;3FFF;3003;3003;33F3;3333;3313;3313;3333;33F3;3003;3003;3FFF;3FFF;0000
22253,271,163,16,16,14,baseline,1,14,0000;3FFF;3FFF;3003;37FB;3003;37FB;3FFF;3123;3133;3933;3F1F;300B;3FFF;3FFF;0000
22260,289,163,16,16,14,baseline,1,14,0000;3FFF;3043;30C3;37FF;30C3;37FB;30C3;30C3;3FFF;3CC3;37C3;32C3;3FFF;3003;0000
22266,307,163,16,16,14,baseline,1,14,0000;3FFF;3FFF;30C3;30C3;37FF;30C3;30C3;37FB;361B;361B;37FB;3003;3FFF;3FFF;0000
22269,325,163,16,16,14,baseline,1,14,0000;3FFF;3FFF;33FB;37FF;30C3;30C3;37FB;33C3;36C3;37FF;37FB;3003;3FFF;3FFF;0000
22312,343,163,16,16,15,baseline,0,14,0040;00C0;0060;7FFE;7FFE;0630;0618;061C;7FDE;3FDF;061A;0618;0618;7FF8;7FF8;0000
22320,361,163,16,16,16,baseline,0,14,0C0C;0C8C;0C8C;6C8C;7CBE;7FBF;6FCC;6DEC;6CCC;6CAC;7CBC;C09F;C082;FF80;7F80;0000
22330,379,163,16,16,14,baseline,0,14,0006;1FE6;0FE6;0706;039F;3FFF;3FE6;3D86;3586;36C6;327E;333F;3183;3CC0;1C60;0000
22343,397,163,16,16,14,baseline,1,14,0000;0186;0186;3FC6;3FC6;307F;30F6;3186;3306;3E06;3F1E;13CF;18E3;1800;1F00;0000
22351,415,163,16,16,14,baseline,0,14,0006;3FF6;3FF6;0706;031F;039F;0FC6;1BE6;3376;2336;031E;031F;0303;0300;0300;0000
22352,433,163,16,16,15,baseline,0,14,0180;1998;1998;0D9C;1D9C;3FBE;77E6;6382;0180;3FFC;3FFC;0180;0180;7FFF;7FFF;0000
22368,451,163,16,16,15,baseline,0,14,0600;063F;073F;071B;071B;0F33;0DB3;19FB;30E3;00C2;00C0;1FFE;00C0;7FFF;7FFF;0000
22411,469,163,16,16,16,baseline,0,14,6000;6DFE;6DFE;6CD8;6DFE;6FFE;64CC;60CC;38C6;0180;3FFC;3FFC;0180;FFFF;7FFE;0000
22495,487,163,16,16,16,baseline,0,14,2C0C;6C0C;6C0C;FFEC;0C1F;0C1F;69CC;794C;394C;39CC;181C;1FDF;DFE7;F700;6100;0000
22522,505,163,16,16,15,baseline,0,14,0C18;3FFE;7FFE;0C18;0FF8;0C18;0FF8;0C18;7FFF;7FFF;399C;7FFF;0182;3FFC;3FFC;0000
22612,523,163,16,16,15,baseline,0,14,08C6;08C6;7FF6;1CC6;0B8F;079F;1DC6;38F6;2FB6;0006;1FDE;18DF;18C7;18C1;1FC0;0000
22681,541,163,16,16,16,baseline,0,14,060C;060C;7FCC;36CC;36DF;1F9F;FFEC;7FCC;7FEC;7FFC;6F7C;696F;6F63;6060;7FE0;0000
22686,559,163,16,16,14,baseline,0,14,18C6;18C6;1D86;3FE6;3AEF;3ABF;2FA6;3FE6;3FE6;3FC6;30DE;3FDF;3FC7;3FC0;30C0;0000
22768,1,181,16,16,15,baseline,0,14,0180;0180;7FFE;0180;3FFC;3FFC;0008;3FFC;318C;318C;3FFC;3FFC;200E;0006;0003;0000
22771,19,181,16,16,15,baseline,0,14,0180;0180;7FFE;0180;3FFC;3FFC;0000;7FFE;6006;6FF6;0FF0;0C30;4C30;7C1E;7C0F;0000
22788,37,181,16,16,15,baseline,0,14,0608;060C;060C;06FC;0EFC;1ECE;3ECE;366F;666A;0678;0638;0678;00FC;7FCE;7F07;0000
22791,55,181,16,16,16,baseline,0,14,0040;0060;1FF0;0C3C;0F7E;03E0;3FF8;FC3F;7FFE;3FFC;398C;3FFC;398C;3FFC;3FFC;0000
22797,73,181,16,16,15,baseline,1,14,0000;0010;0018;3FFC;1FFE;1FFA;1FF8;1818;1FF8;0030;1FF8;0E3E;07E4;3FFC;7E3F;0000
22806,91,181,16,16,15,baseline,0,14,060C;060C;060C;06FE;06FE;0EE6;1E63;3E6F;767C;2630;0638;061C;060E;0607;0603;0000
22810,109,181,16,16,14,baseline,0,14,0040;0060;0FF8;061E;031E;01F0;03F8;1FBF;3FC7;3870;1C7C;0FCC;07C0;01FE;003F;0000
22823,127,181,16,16,14,baseline,0,14,00C0;00C0;00C0;00C0;00C0;3FFF;3FFF;01E0;01E0;0370;0330;0638;0E1C;3C0F;3007;0000
22833,145,181,16,16,14,baseline,0,14,00CC;00CC;00CC;1FFE;1FFE;00C3;00C3;3FFF;3FFF;01E0;01E0;0330;0E1C;3C0F;3807;0000
22836,163,181,16,16,14,baseline,0,14,0180;019C;01B8;01A0;0186;019E;0198;01C0;3FFF;00C0;01E0;0760;0E38;381E;3007;0000
22855,181,181,16,16,14,baseline,0,14,00C0;00C0;3FFE;01E0;07F0;1E3E;180E;3FFF;1800;18FE;18C6;1886;18FE;1F06;0F00;0000
22857,199,181,16,16,14,baseline,1,14,0000;00C0;1FFE;0060;1FFE;0070;3FFF;06F8;0CDC;3FFE;30C3;00C0;1FFE;00C0;00C0;0000
22865,217,181,16,16,14,baseline,0,14,000C;3F8C;3FFF;320C;333F;330C;33FF;1DCC;00CC;00C0;3FFF;01E0;0370;3E3F;3C0F;0000
22870,235,181,16,16,14,baseline,0,14,0318;039B;3FDB;30FE;19D8;1F1E;071F;03F9;00C0;3FFF;3FFF;01E0;03F0;1F3C;3C0F;0000
22871,253,181,16,16,14,baseline,0,15,0040;0060;3FFF;0738;0E1C;1FFE;301F;27F9;07F8;07F8;3FFF;3FFF;0618;0E0C;1FFE;1800
22909,271,181,16,16,15,baseline,1,14,0000;000C;000C;3F8C;182E;1C7F;0C66;3FF6;7FF6;0C36;0C1C;0C38;0C7C;0E26;0703;0000
22987,289,181,16,16,15,baseline,1,14,0000;060C;030C;0304;1986;30FF;3FF6;7FF6;0032;3FDF;30DE;30DC;30FC;30E6;3FC3;0000
23376,307,181,16,16,15,baseline,1,14,0000;1FFE;1FFE;0E00;0380;01C0;00C0;3FFF;7FFF;00C0;00C0;00C0;00C0;00F8;00F8;0000
23383,325,181,16,16,14,baseline,0,14,0040;00C0;3FFF;3FFF;3003;17FD;07FC;0180;00C0;3FFF;3FFF;00C0;00C0;00F8;0078;0000
23384,343,181,16,16,16,baseline,0,14,0040;00E0;7FFE;7FFE;0030;3FB0;3F98;181C;0C1E;7FDF;FFFA;0E18;0418;0718;0798;0000
23396,361,181,16,16,15,baseline,0,14,3C00;3FFF;13DF;125C;124C;1246;1246;327E;337F;3367;3F66;3F66;2FA6;7FB7;2937;0000
23427,379,181,16,16,14,baseline,0,14,00C0;00C0;3FFE;3FFF;3003;300B;001C;0F1C;07FC;00FC;001C;301C;301C;3FF8;1FF8;0000
23432,397,181,16,16,14,baseline,1,14,0000;00C0;1FFF;3FFF;3203;3303;3FFF;3FFF;0300;030C;031C;0318;0310;03C0;03C0;0000
23433,415,181,16,16,14,baseline,0,14,0040;00C0;3FFF;3FFF;3063;1062;0070;3FFF;0638;071C;037C;01F0;07E0;1E7E;381F;0000
23436,433,181,16,16,14,baseline,0,14,0040;00C0;3FFF;3FFF;3003;37FF;07F8;0000;3FFF;3FFF;0318;0318;2318;3F0E;3F07;0000
23448,451,181,16,16,14,baseline,0,14,00C0;00C0;3FFF;3FFF;3003;0FFC;0C0C;0C0C;0FFC;000C;0FFC;0FFC;0C0C;0FFC;0C0C;0000
23450,469,181,16,16,15,baseline,0,14,0180;0180;7FFE;7FFE;6006;7FFE;1FF8;0180;0198;3F98;1F98;01BC;01FC;7FE6;7F83;0000
23452,487,181,16,16,15,baseline,0,14,00C0;0180;7FFE;7FFE;6006;6FFA;0C18;0C18;0FF8;0C18;0C18;0FF8;0C18;7FFF;7FFF;0000
23453,505,181,16,16,14,baseline,0,14,0040;00C0;3FFF;3FFF;3003;3FFF;1FFE;00C0;00C0;0FFC;0FFC;06C0;0CC0;3FFF;3FFF;0000
23454,523,181,16,16,14,baseline,0,14,00C0;00C0;3FFF;3FFF;319B;31BA;01B0;018E;00DC;00C8;3FFF;0160;0F70;3C3E;300F;0000
23457,541,181,16,16,14,baseline,0,14,0040;00C0;3FFF;3FFF;30C3;00C0;1FFE;18C6;1FFE;18C6;18C6;1FFE;18C6;00C0;00C0;0000
23460,559,181,16,16,15,baseline,0,14,0080;0180;7FFE;6006;6006;3FFC;0C60;1C30;3FFC;11B8;0180;3FFC;0180;7FFE;7FFF;0000
